Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000008,South East,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,148
E12000008,South East,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,74
E12000008,South East,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),1400
E12000008,South East,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1404
E12000008,South East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2601
E12000008,South East,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,9494
E12000008,South East,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,413
E12000008,South East,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,246
E12000008,South East,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,86
E12000008,South East,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),4132
E12000008,South East,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2587
E12000008,South East,10,Middle East and Asia: Southern Asia,-8,Does not apply,13051
E12000008,South East,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,50096
E12000008,South East,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3251
E12000008,South East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1809
E12000008,South East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,697
E12000008,South East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),24763
E12000008,South East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,3527
E12000008,South East,11,Middle East and Asia: South-East Asia,-8,Does not apply,1510
E12000008,South East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,12548
E12000008,South East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,528
E12000008,South East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,273
E12000008,South East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,105
E12000008,South East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),3710
E12000008,South East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,1201
E12000008,South East,12,Middle East and Asia: Central Asia,-8,Does not apply,106
E12000008,South East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,269
E12000008,South East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E12000008,South East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,23
E12000008,South East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E12000008,South East,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),121
E12000008,South East,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,68
E12000008,South East,13,The Americas and the Caribbean: North America,-8,Does not apply,2804
E12000008,South East,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,12459
E12000008,South East,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,570
E12000008,South East,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,414
E12000008,South East,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,132
E12000008,South East,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),5257
E12000008,South East,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,1431
E12000008,South East,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2018
E12000008,South East,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,10744
E12000008,South East,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,823
E12000008,South East,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,323
E12000008,South East,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,126
E12000008,South East,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),2882
E12000008,South East,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,830
E12000008,South East,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,826
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,8819
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,301
E12000008,South East,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,114
E12000008,South East,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,25
E12000008,South East,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),2638
E12000008,South East,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,373
E12000008,South East,16,British Overseas Territories,-8,Does not apply,15
E12000008,South East,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,28
E12000008,South East,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E12000008,South East,16,British Overseas Territories,3,Economically active and a full-time student: In employment,2
E12000008,South East,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000008,South East,16,British Overseas Territories,5,Economically inactive (excluding full-time students),14
E12000008,South East,16,British Overseas Territories,6,Economically inactive and a full-time student,4
E12000008,South East,17,No passport held,-8,Does not apply,367611
E12000008,South East,17,No passport held,1,Economically active (excluding full-time students): In employment,191519
E12000008,South East,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23192
E12000008,South East,17,No passport held,3,Economically active and a full-time student: In employment,3676
E12000008,South East,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2041
E12000008,South East,17,No passport held,5,Economically inactive (excluding full-time students),392315
E12000008,South East,17,No passport held,6,Economically inactive and a full-time student,23341
E12000009,South West,-8,Does not apply,-8,Does not apply,0
E12000009,South West,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000009,South West,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000009,South West,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000009,South West,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000009,South West,-8,Does not apply,5,Economically inactive (excluding full-time students),0
E12000009,South West,-8,Does not apply,6,Economically inactive and a full-time student,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,631590
E12000009,South West,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,2209262
E12000009,South West,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,72393
E12000009,South West,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,59151
E12000009,South West,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16838
E12000009,South West,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1230146
E12000009,South West,1,Europe: United Kingdom,6,Economically inactive and a full-time student,158163
E12000009,South West,2,Europe: Ireland,-8,Does not apply,1505
E12000009,South West,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,11083
E12000009,South West,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,380
E12000009,South West,2,Europe: Ireland,3,Economically active and a full-time student: In employment,269
E12000009,South West,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,89
E12000009,South West,2,Europe: Ireland,5,Economically inactive (excluding full-time students),6874
E12000009,South West,2,Europe: Ireland,6,Economically inactive and a full-time student,830
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,31521
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,144758
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5630
E12000009,South West,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,4243
E12000009,South West,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1127
E12000009,South West,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),22960
E12000009,South West,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,9145
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,806
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,3931
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,298
E12000009,South West,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,162
E12000009,South West,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,41
E12000009,South West,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),1759
E12000009,South West,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,690
E12000009,South West,5,Africa: North Africa,-8,Does not apply,393
E12000009,South West,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,969
E12000009,South West,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,128
E12000009,South West,5,Africa: North Africa,3,Economically active and a full-time student: In employment,44
E12000009,South West,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,39
E12000009,South West,5,Africa: North Africa,5,Economically inactive (excluding full-time students),507
E12000009,South West,5,Africa: North Africa,6,Economically inactive and a full-time student,225
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,804
E12000009,South West,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,2947
E12000009,South West,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,254
E12000009,South West,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,450
E12000009,South West,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,155
E12000009,South West,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),606
E12000009,South West,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,448
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,1079
E12000009,South West,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,5241
E12000009,South West,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,349
E12000009,South West,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,249
E12000009,South West,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,72
E12000009,South West,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1235
E12000009,South West,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,528
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,530
E12000009,South West,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,757
E12000009,South West,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,91
E12000009,South West,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,68
E12000009,South West,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,56
E12000009,South West,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),543
E12000009,South West,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,679
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,794
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,3452
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,198
E12000009,South West,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,151
E12000009,South West,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E12000009,South West,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1535
E12000009,South West,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1335
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,4192
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,13441
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,845
E12000009,South West,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,561
E12000009,South West,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,239
E12000009,South West,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),4856
E12000009,South West,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,1206
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,676
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,5767
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,252
E12000009,South West,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,204
E12000009,South West,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,84
E12000009,South West,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1609
E12000009,South West,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,873
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,26
E12000009,South West,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,111
E12000009,South West,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11
E12000009,South West,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,10
E12000009,South West,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E12000009,South West,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),49
E12000009,South West,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,28
E12000009,South West,13,The Americas and the Caribbean: North America,-8,Does not apply,926
E12000009,South West,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,5397
E12000009,South West,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,266
E12000009,South West,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,164
E12000009,South West,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,43
E12000009,South West,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),2778
E12000009,South West,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,478
E12000009,South West,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,905
E12000009,South West,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,5233
E12000009,South West,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,480
E12000009,South West,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,190
E12000009,South West,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,50
E12000009,South West,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1347
E12000009,South West,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,437
E12000009,South West,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,365
E12000009,South West,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,3946
E12000009,South West,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,140
E12000009,South West,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,50
E12000009,South West,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E12000009,South West,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),1333
E12000009,South West,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,161
E12000009,South West,16,British Overseas Territories,-8,Does not apply,4
E12000009,South West,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,15
E12000009,South West,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E12000009,South West,16,British Overseas Territories,3,Economically active and a full-time student: In employment,0
E12000009,South West,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000009,South West,16,British Overseas Territories,5,Economically inactive (excluding full-time students),13
E12000009,South West,16,British Overseas Territories,6,Economically inactive and a full-time student,2
E12000009,South West,17,No passport held,-8,Does not apply,283237
E12000009,South West,17,No passport held,1,Economically active (excluding full-time students): In employment,186735
E12000009,South West,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,17325
E12000009,South West,17,No passport held,3,Economically active and a full-time student: In employment,3610
E12000009,South West,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1778
E12000009,South West,17,No passport held,5,Economically inactive (excluding full-time students),357388
E12000009,South West,17,No passport held,6,Economically inactive and a full-time student,20122
W92000004,Wales,-8,Does not apply,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
W92000004,Wales,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
W92000004,Wales,-8,Does not apply,3,Economically active and a full-time student: In employment,0
W92000004,Wales,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
W92000004,Wales,-8,Does not apply,5,Economically inactive (excluding full-time students),0
W92000004,Wales,-8,Does not apply,6,Economically inactive and a full-time student,0
W92000004,Wales,1,Europe: United Kingdom,-8,Does not apply,354252
W92000004,Wales,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,1150544
W92000004,Wales,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,45350
W92000004,Wales,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,32245
W92000004,Wales,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10175
W92000004,Wales,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),677119
W92000004,Wales,1,Europe: United Kingdom,6,Economically inactive and a full-time student,99995
W92000004,Wales,2,Europe: Ireland,-8,Does not apply,720
W92000004,Wales,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,4895
W92000004,Wales,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,202
W92000004,Wales,2,Europe: Ireland,3,Economically active and a full-time student: In employment,138
W92000004,Wales,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,52
W92000004,Wales,2,Europe: Ireland,5,Economically inactive (excluding full-time students),3129
W92000004,Wales,2,Europe: Ireland,6,Economically inactive and a full-time student,428
W92000004,Wales,3,Europe: Other Europe: EU Member countries,-8,Does not apply,11732
W92000004,Wales,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,41905
W92000004,Wales,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2049
W92000004,Wales,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,2039
W92000004,Wales,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,616
W92000004,Wales,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),8874
W92000004,Wales,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,4116
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,374
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,1240
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,115
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,56
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),660
W92000004,Wales,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,262
W92000004,Wales,5,Africa: North Africa,-8,Does not apply,487
W92000004,Wales,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,593
W92000004,Wales,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,105
W92000004,Wales,5,Africa: North Africa,3,Economically active and a full-time student: In employment,36
W92000004,Wales,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,47
W92000004,Wales,5,Africa: North Africa,5,Economically inactive (excluding full-time students),440
W92000004,Wales,5,Africa: North Africa,6,Economically inactive and a full-time student,252
W92000004,Wales,6,Africa: Central and Western Africa,-8,Does not apply,569
W92000004,Wales,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,1106
W92000004,Wales,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,140
W92000004,Wales,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,346
W92000004,Wales,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,213
W92000004,Wales,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),294
W92000004,Wales,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,296
W92000004,Wales,7,Africa: South and Eastern Africa,-8,Does not apply,299
W92000004,Wales,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,1363
W92000004,Wales,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,145
W92000004,Wales,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,125
W92000004,Wales,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,52
W92000004,Wales,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),418
W92000004,Wales,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,203
W92000004,Wales,8,Middle East and Asia: Middle East,-8,Does not apply,834
W92000004,Wales,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,438
W92000004,Wales,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,91
W92000004,Wales,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,64
W92000004,Wales,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,39
W92000004,Wales,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),573
W92000004,Wales,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1030
W92000004,Wales,9,Middle East and Asia: Eastern Asia,-8,Does not apply,399
W92000004,Wales,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,1548
W92000004,Wales,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
W92000004,Wales,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,58
W92000004,Wales,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18
W92000004,Wales,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),660
W92000004,Wales,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,697
W92000004,Wales,10,Middle East and Asia: Southern Asia,-8,Does not apply,1469
W92000004,Wales,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,4719
W92000004,Wales,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,363
W92000004,Wales,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,605
W92000004,Wales,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,323
