Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,-8,Does not apply,38825
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",71434
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",139160
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,3,L7: Intermediate occupations,86000
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,85499
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,35652
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,98189
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,7,L13: Routine occupations,80502
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,63744
E12000009,South West,1,Europe: United Kingdom,1,Disabled under the Equality Act,9,L15: Full-time students,31745
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,-8,Does not apply,592765
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",479352
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",724430
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,377810
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,394560
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,168502
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,329235
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,7,L13: Routine occupations,281278
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,103757
E12000009,South West,1,Europe: United Kingdom,2,Not disabled under the Equality Act,9,L15: Full-time students,195104
E12000009,South West,2,Europe: Ireland,-8,Does not apply,-8,Does not apply,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,2,Europe: Ireland,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,-8,Does not apply,72
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",361
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",805
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,3,L7: Intermediate occupations,306
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,430
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,155
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,422
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,7,L13: Routine occupations,473
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,424
E12000009,South West,2,Europe: Ireland,1,Disabled under the Equality Act,9,L15: Full-time students,142
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,-8,Does not apply,1434
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3297
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4360
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,1463
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1956
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,659
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,1398
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,7,L13: Routine occupations,1191
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,683
E12000009,South West,2,Europe: Ireland,2,Not disabled under the Equality Act,9,L15: Full-time students,1005
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,-8,Does not apply,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,-8,Does not apply,943
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1058
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1994
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,3,L7: Intermediate occupations,1169
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1558
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,862
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,1880
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,7,L13: Routine occupations,3180
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1135
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,Disabled under the Equality Act,9,L15: Full-time students,987
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,-8,Does not apply,30578
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",17089
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",25662
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,13823
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,19631
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,14609
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,22415
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,7,L13: Routine occupations,43154
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,4698
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,Not disabled under the Equality Act,9,L15: Full-time students,12960
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,-8,Does not apply,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,-8,Does not apply,20
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",48
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",82
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,3,L7: Intermediate occupations,39
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,64
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,24
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,52
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,7,L13: Routine occupations,60
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,97
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,Disabled under the Equality Act,9,L15: Full-time students,58
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,-8,Does not apply,786
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",828
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",897
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,433
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1081
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,426
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,505
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,7,L13: Routine occupations,743
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,650
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,Not disabled under the Equality Act,9,L15: Full-time students,791
E12000009,South West,5,Africa: North Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,5,Africa: North Africa,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,-8,Does not apply,8
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",17
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",11
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,5
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,9
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,7
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,9
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,17
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,46
E12000009,South West,5,Africa: North Africa,1,Disabled under the Equality Act,9,L15: Full-time students,14
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,-8,Does not apply,385
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",385
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",140
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,87
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,115
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,84
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,147
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,190
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,378
E12000009,South West,5,Africa: North Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,249
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,-8,Does not apply,20
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",28
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",25
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,10
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,12
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,18
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,36
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,26
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,40
E12000009,South West,6,Africa: Central and Western Africa,1,Disabled under the Equality Act,9,L15: Full-time students,22
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,-8,Does not apply,784
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",556
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",716
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,353
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,245
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,139
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,799
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,469
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,376
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,992
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,-8,Does not apply,37
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",61
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",135
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,3,L7: Intermediate occupations,77
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,87
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,33
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,120
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,7,L13: Routine occupations,88
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,101
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,9,L15: Full-time students,55
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,-8,Does not apply,1042
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",950
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1541
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,737
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,690
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,344
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,1017
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,7,L13: Routine occupations,493
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,393
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,9,L15: Full-time students,753
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,-8,Does not apply,25
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",13
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",8
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,3,L7: Intermediate occupations,6
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,14
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,5
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,5
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,7,L13: Routine occupations,16
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,86
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,9,L15: Full-time students,41
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,-8,Does not apply,505
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",337
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",133
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,61
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,115
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,45
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,90
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,L13: Routine occupations,104
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,405
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,L15: Full-time students,707
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
