Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000008,South East,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2366
E12000008,South East,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,62
E12000008,South East,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1374
E12000008,South East,7,Africa: South and Eastern Africa,-8,Does not apply,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,-8,Does not apply,1,Disabled under the Equality Act,126
E12000008,South East,7,Africa: South and Eastern Africa,-8,Does not apply,2,Not disabled under the Equality Act,3745
E12000008,South East,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,886
E12000008,South East,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,16705
E12000008,South East,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,128
E12000008,South East,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1142
E12000008,South East,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,41
E12000008,South East,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,632
E12000008,South East,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,12
E12000008,South East,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,236
E12000008,South East,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,777
E12000008,South East,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2711
E12000008,South East,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,102
E12000008,South East,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1472
E12000008,South East,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,-8,Does not apply,1,Disabled under the Equality Act,33
E12000008,South East,8,Middle East and Asia: Middle East,-8,Does not apply,2,Not disabled under the Equality Act,1193
E12000008,South East,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,122
E12000008,South East,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,2005
E12000008,South East,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,22
E12000008,South East,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,195
E12000008,South East,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,5
E12000008,South East,8,Middle East and Asia: Middle East,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,143
E12000008,South East,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,8
E12000008,South East,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,67
E12000008,South East,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,227
E12000008,South East,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1173
E12000008,South East,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,97
E12000008,South East,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1307
E12000008,South East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,31
E12000008,South East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,2569
E12000008,South East,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,266
E12000008,South East,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,9228
E12000008,South East,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,19
E12000008,South East,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,394
E12000008,South East,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,14
E12000008,South East,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,232
E12000008,South East,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,2
E12000008,South East,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,84
E12000008,South East,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,275
E12000008,South East,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,3857
E12000008,South East,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,122
E12000008,South East,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,2465
E12000008,South East,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,259
E12000008,South East,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,12792
E12000008,South East,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,1458
E12000008,South East,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,48639
E12000008,South East,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,135
E12000008,South East,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,3116
E12000008,South East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,54
E12000008,South East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,1755
E12000008,South East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,8
E12000008,South East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,686
E12000008,South East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,3853
E12000008,South East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,20910
E12000008,South East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,148
E12000008,South East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,3379
E12000008,South East,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,21
E12000008,South East,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,1488
E12000008,South East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,405
E12000008,South East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,12143
E12000008,South East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,33
E12000008,South East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,495
E12000008,South East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,17
E12000008,South East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,255
E12000008,South East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,7
E12000008,South East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,98
E12000008,South East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,355
E12000008,South East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,3355
E12000008,South East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,64
E12000008,South East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1137
E12000008,South East,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,5
E12000008,South East,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,103
E12000008,South East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,9
E12000008,South East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,260
E12000008,South East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
E12000008,South East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,29
E12000008,South East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,0
E12000008,South East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,23
E12000008,South East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000008,South East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,9
E12000008,South East,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,17
E12000008,South East,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,106
E12000008,South East,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,3
E12000008,South East,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,65
E12000008,South East,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,-8,Does not apply,1,Disabled under the Equality Act,89
E12000008,South East,13,The Americas and the Caribbean: North America,-8,Does not apply,2,Not disabled under the Equality Act,2715
E12000008,South East,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,1174
E12000008,South East,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,11282
E12000008,South East,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,108
E12000008,South East,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,462
E12000008,South East,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,73
E12000008,South East,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,341
E12000008,South East,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,31
E12000008,South East,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,101
E12000008,South East,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,1273
E12000008,South East,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,3984
E12000008,South East,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,193
E12000008,South East,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1239
E12000008,South East,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,1,Disabled under the Equality Act,49
E12000008,South East,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2,Not disabled under the Equality Act,1969
E12000008,South East,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,475
E12000008,South East,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,10269
E12000008,South East,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,62
E12000008,South East,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,761
E12000008,South East,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,24
E12000008,South East,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,299
E12000008,South East,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,11
E12000008,South East,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,115
E12000008,South East,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,462
E12000008,South East,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2420
E12000008,South East,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,47
E12000008,South East,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,782
E12000008,South East,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1,Disabled under the Equality Act,38
E12000008,South East,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,2,Not disabled under the Equality Act,788
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,625
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,8194
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,31
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,270
E12000008,South East,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,15
E12000008,South East,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,99
E12000008,South East,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
E12000008,South East,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,22
E12000008,South East,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,572
E12000008,South East,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2066
E12000008,South East,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,1,Disabled under the Equality Act,38
E12000008,South East,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,335
E12000008,South East,16,British Overseas Territories,-8,Does not apply,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,-8,Does not apply,1,Disabled under the Equality Act,2
E12000008,South East,16,British Overseas Territories,-8,Does not apply,2,Not disabled under the Equality Act,13
E12000008,South East,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,3
E12000008,South East,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,25
E12000008,South East,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000008,South East,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1
E12000008,South East,16,British Overseas Territories,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,1
E12000008,South East,16,British Overseas Territories,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,1
E12000008,South East,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000008,South East,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,0
E12000008,South East,16,British Overseas Territories,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,16,British Overseas Territories,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,2
E12000008,South East,16,British Overseas Territories,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,12
E12000008,South East,16,British Overseas Territories,6,Economically inactive and a full-time student,-8,Does not apply,0
