England and Wales Code,England and Wales,Highest level of qualification (8 categories) Code,Highest level of qualification (8 categories),Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Disability (3 categories) Code,Disability (3 categories),Observation
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,52
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,1,Disabled under the Equality Act,6
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,83
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,4
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,56
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,8
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,70
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,4
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,65
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,9,9. Elementary occupations,1,Disabled under the Equality Act,12
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",8,Middle East and Asia: Middle East,9,9. Elementary occupations,2,Not disabled under the Equality Act,127
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,197
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,2942
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,18
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,465
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,444
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,10
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,283
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,223
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,25
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,568
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,4
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,156
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,8
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,222
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,5
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,37
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,14
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,319
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,-8,Does not apply,1,Disabled under the Equality Act,2344
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,-8,Does not apply,2,Not disabled under the Equality Act,17366
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,66
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,1136
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,26
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,1320
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,27
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,561
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,26
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,789
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,94
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,1938
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,75
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,1579
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,124
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,2332
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,127
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,3238
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,204
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,5335
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,178
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,1992
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,5
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,141
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,2,2. Professional occupations,1,Disabled under the Equality Act,11
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,673
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,5
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,152
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,11
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,151
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,14
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,370
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,34
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,840
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,9
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,194
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,4
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,125
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,40
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,2,Not disabled under the Equality Act,789
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,9
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,79
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,14
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,12
K04000001,England and Wales,6,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
