,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000004,East Midlands,17,No passport held,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000004,East Midlands,17,No passport held,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000004,East Midlands,17,No passport held,-8,Does not apply,9,9. Elementary occupations,0
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,-8,Does not apply,198912
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",1630
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,2,2. Professional occupations,1944
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,2059
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,2287
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,5,5. Skilled trades occupations,3319
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",4224
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,3543
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",2867
E12000004,East Midlands,17,No passport held,1,Disabled under the Equality Act,9,9. Elementary occupations,6048
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,-8,Does not apply,402594
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",8265
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,2,2. Professional occupations,8924
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,8707
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,9227
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,20028
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",17016
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,13697
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",17814
E12000004,East Midlands,17,No passport held,2,Not disabled under the Equality Act,9,9. Elementary occupations,32002
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,2,2. Professional occupations,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,5,5. Skilled trades occupations,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000005,West Midlands,-8,Does not apply,-8,Does not apply,9,9. Elementary occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,-8,Does not apply,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,2,2. Professional occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,5,5. Skilled trades occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",0
E12000005,West Midlands,-8,Does not apply,1,Disabled under the Equality Act,9,9. Elementary occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,-8,Does not apply,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,2,2. Professional occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",0
E12000005,West Midlands,-8,Does not apply,2,Not disabled under the Equality Act,9,9. Elementary occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,2,2. Professional occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,5,5. Skilled trades occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000005,West Midlands,1,Europe: United Kingdom,-8,Does not apply,9,9. Elementary occupations,0
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,-8,Does not apply,511602
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",21987
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,2,2. Professional occupations,36591
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,26560
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,24490
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,5,5. Skilled trades occupations,19390
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",25256
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,20425
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",14635
E12000005,West Midlands,1,Europe: United Kingdom,1,Disabled under the Equality Act,9,9. Elementary occupations,23590
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,-8,Does not apply,1726166
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",253495
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,2,2. Professional occupations,393381
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,252134
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,193082
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,211147
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",178124
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,148334
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",145935
E12000005,West Midlands,1,Europe: United Kingdom,2,Not disabled under the Equality Act,9,9. Elementary occupations,187767
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,2,2. Professional occupations,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,5,5. Skilled trades occupations,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000005,West Midlands,2,Europe: Ireland,-8,Does not apply,9,9. Elementary occupations,0
E12000005,West Midlands,2,Europe: Ireland,1,Disabled under the Equality Act,-8,Does not apply,5379
E12000005,West Midlands,2,Europe: Ireland,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",113
E12000005,West Midlands,2,Europe: Ireland,1,Disabled under the Equality Act,2,2. Professional occupations,287
